title,url,description,duration,thumbnail
7.7: TensorFlow.js Color Classifier: Training Data Tensors (one hot encoding),https://www.youtube.com/watch?v=Gql-LxoGvXA,"In this video, I convert the labels from the training data to tensors using a technique known as ""one hot encoding"".

🎥 Next Video: https://youtu.be/hCT0qFtLdS8

🔗 Crowdsource Color Data:...",728,https://i.ytimg.com/vi/Gql-LxoGvXA/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAavugqrlMc6cnUlr5kN4PLlX-8wA
"Coding Challenge #109: Visualizing 500,000 Subscribers",https://www.youtube.com/watch?v=Ae73YY_GAU8,"Celebrating the 500,000 subscribers milestone, I create a map visualization of Coding Train subscriber locations around the world! Code: https://thecodingtrain.com/challenges/109-visualizing-500000...",3067,https://i.ytimg.com/vi/Ae73YY_GAU8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAK0HsDwqYUUbgLTzTf3irpXVSXaw
7.6: TensorFlow.js Color Classifier: Training Data Tensors (inputs),https://www.youtube.com/watch?v=rw_LVFpIzJg,"In this video, I convert the data from the JSON file to tensors focusing on the inputs first.

Next Video: https://youtu.be/Gql-LxoGvXA

🔗 Crowdsource Color Data: https://github.com/CodingTrain/...",610,https://i.ytimg.com/vi/rw_LVFpIzJg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAIxvaal16ShLALg8w-bMijcCTSQg
7.5: TensorFlow.js Color Classifier: Cleaning Data Part 3,https://www.youtube.com/watch?v=XZgaLBb4tQM,"In this video, I export the ""cleaned"" data to a JSON file in anticipation of training the machine learning model.


Next Video: https://youtu.be/rw_LVFpIzJg

🔗 Crowdsource Color Data: https://gi...",320,https://i.ytimg.com/vi/XZgaLBb4tQM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA9Y2JclAPALuoa0ardzo2WsZbd0Q
7.4: TensorFlow.js Color Classifier: Cleaning Data Part 2,https://www.youtube.com/watch?v=gRNvA6c4ero,"In this video, I try some data visualization techniques to continue ""cleaning"" the data in anticipation of training the machine learning model.

Next Video: https://youtu.be/XZgaLBb4tQM

🔗...",1220,https://i.ytimg.com/vi/gRNvA6c4ero/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB-qJ3kwXzipktKFSjFucKlysgazg
7.3: TensorFlow.js Color Classifier: Cleaning Data Part 1,https://www.youtube.com/watch?v=Xrhrn8HaFPI,"In this video, I begin the process of ""cleaning"" the data in anticipation of training the machine learning model.

Next Video: https://youtu.be/gRNvA6c4ero

🔗 Crowdsource Color Data: https://git...",1037,https://i.ytimg.com/vi/Xrhrn8HaFPI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCnWqe2qY9aJkQ_iqphG0591i-FwQ
7.2: TensorFlow.js Color Classifier: Saving Data to Firebase,https://www.youtube.com/watch?v=yXl0dM1b43s,"In this video I save the crowdsourced data to Firebase (""database as service"").

🎥 Next Video: https://youtu.be/Xrhrn8HaFPI

🔗 Crowd Source Color Data: https://github.com/CodingTrain/CrowdSou...",692,https://i.ytimg.com/vi/yXl0dM1b43s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDVaDmm4XSVlmAGOrf7Vir6YO9pHA
7.1: TensorFlow.js Color Classifier: Crowdsourcing Data,https://www.youtube.com/watch?v=y59-frfKR58,"This video is the first in a new series about data collection and training of a machine learning classification model with TensorFlow.js.

🎥 Next Video: https://youtu.be/yXl0dM1b43s

🔗...",587,https://i.ytimg.com/vi/y59-frfKR58/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDy5sUgmc2wyA036MHrKEgGbEdUwA
Coding Challenge: Happy Tau Day!,https://www.youtube.com/watch?v=EZ--4rxpdrY,"Happy Tau Day!
In this short video, I adapt my Pi Approximation video to make it approximate the Tau constant.

🎥 Approximating Pi: https://youtu.be/5cNnf_7e92Q

🚂  http://thecodingtrain.com/...",634,https://i.ytimg.com/vi/EZ--4rxpdrY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAjhyj9tN4DzP1Mf6Y-IJnRURpxgA
Coding Challenge 108: Barnsley Fern,https://www.youtube.com/watch?v=JFugGF1URNo,"Visualizing the Barnsley Fern fractal with Processing (Java)! Code: https://thecodingtrain.com/challenges/108-barnsley-fern

🕹️ p5.js Web Editor Sketch: https://editor.p5js.org/codingtrain/ske...",1027,https://i.ytimg.com/vi/JFugGF1URNo/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCc73uFHvIyUrqAn6YbyJN_8tVJoQ
Coding Challenge #107: Sandpiles,https://www.youtube.com/watch?v=diGjw5tghYU,"In this coding challenge, inspired by Numberphile I visualize ""sandpiles"" with Processing (Java). Code: https://thecodingtrain.com/challenges/107-sandpiles

🕹️ p5.js Web Editor Sketch:...",1281,https://i.ytimg.com/vi/diGjw5tghYU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDP0HUro9vwUQ8ZtCrK1R76TYazHQ
Coding Challenge #106: XOR Problem with TensorFlow.js,https://www.youtube.com/watch?v=N3ZnNa01BPM,"In this coding challenge, I visualize the outputs of a neural network solving XOR using TensorFlow.js. Code: https://thecodingtrain.com/challenges/106-xor-problem-with-tensorflowjs

🕹️...",3107,https://i.ytimg.com/vi/N3ZnNa01BPM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA2UjGl9EEYtbeQj4PubBJDPn79tQ
6.6: TensorFlow.js: Layers API Part 2 - Intelligence and Learning,https://www.youtube.com/watch?v=iUiOx2fBx18,"In part 2 of the TensorFlow.js Layers API (""tf.layers""), I train a model to predict an output. (Note the data here is made up and meaningless.)

🔗 TensorFlow.js: https://js.tensorflow.org/...",1738,https://i.ytimg.com/vi/iUiOx2fBx18/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC1qcqO_c1M1ClpAXizb8HtKV7Xew
6.5: TensorFlow.js: Layers API Part 1 - Intelligence and Learning,https://www.youtube.com/watch?v=F4WWukTWoXY,"In this video, I cover the TensorFlow.js Layers API (""tf.layers"").

🎥 Next Video: https://youtu.be/iUiOx2fBx18

🔗 TensorFlow.js: https://js.tensorflow.org/
🔗 Keras: https://keras.io/...",1562,https://i.ytimg.com/vi/F4WWukTWoXY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAijF8AgPy67SgVxZ5MM7gbMaw_hw
Coding Challenge #105: Polynomial Regression with TensorFlow.js,https://www.youtube.com/watch?v=tIXDik5SGsI,"In this challenge, I expand the linear example into polynomial regression! Code: https://thecodingtrain.com/challenges/105-polynomial-regression-with-tensorflowjs

🕹️ p5.js Web Editor...",1299,https://i.ytimg.com/vi/tIXDik5SGsI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCyzJ6FnEFWXTdDaJtvUwxNw2Kcww
16.16: try / catch with Promises - Topics of JavaScript/ES6,https://www.youtube.com/watch?v=BztW_u6HDbs,"Using try / catch with ES6 Promises, async, and await.

🔗 try...catch on MDN: https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Statements/try...catch
🔗 Giphy API: https://dev...",448,https://i.ytimg.com/vi/BztW_u6HDbs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAE7ydMKxBdcdlKNiErF71Kyumz0g
16.15: Promise.all() - Topics of JavaScript/ES6,https://www.youtube.com/watch?v=01RTj1MWec0,"In this video, I discuss handling arrays of asynchronous JavaScript promises with Promise.all() .

🎥 Next Video: https://youtu.be/BztW_u6HDbs

🔗 Promise.all() on MDN: https://developer.mozill...",704,https://i.ytimg.com/vi/01RTj1MWec0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC4HsGz687mIMU5XB0NzUElzOef2Q
16.14: async/await Part 2 - Topics of JavaScript/ES8,https://www.youtube.com/watch?v=chavThlNz3s,"Exploring promises, async, await, and fetch() with the Giphy / Wordnik APIs.

🎥 Next Video: https://youtu.be/01RTj1MWec0

🔗 Giphy API: https://developers.giphy.com/
🔗 Wordnik API:...",608,https://i.ytimg.com/vi/chavThlNz3s/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDDHQkZYO07wIqicy1iFp2c9idCOA
16.13: async/await Part 1 - Topics of JavaScript/ES8,https://www.youtube.com/watch?v=XO77Fib9tSI,"This video covers the new ES8 ""async” and “await” keywords for writing asynchronous functions in JavaScript. 

🎥 Next Video: https://youtu.be/chavThlNz3s

🔗 async on MDN: https://develo...",401,https://i.ytimg.com/vi/XO77Fib9tSI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoIlSo8SAu_XlhA8MLCMmb9s82kg
Coding Challenge #104: Linear Regression with TensorFlow.js,https://www.youtube.com/watch?v=dLp10CFIvxI,"In this challenge, I use the TensorFlow.js library to create an interactive demonstration of linear regression (with stochastic gradient descent!) Code: https://thecodingtrain.com/challenges/104-li...",2625,https://i.ytimg.com/vi/dLp10CFIvxI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD7HqH9yjbLGLO6cGU00Vy6NBUfHg
16.12: Promises Part 2 - Topics of JavaScript/ES6,https://www.youtube.com/watch?v=AwyoVjVXnLk,"How to make (keep?) your own (JavaScript) promises?

🎥 Next Video: https://youtu.be/XO77Fib9tSI

🔗 Promise on MDN: https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Obj...",710,https://i.ytimg.com/vi/AwyoVjVXnLk/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKd8Qpua3me2RXw_nLbc7S1E8hGQ
16.11: Promises Part 1 - Topics of JavaScript/ES6,https://www.youtube.com/watch?v=QO4NXhWo_NM,"What is a JavaScript Promise?

🎥 Next Video: https://youtu.be/AwyoVjVXnLk

🔗 Giphy API: https://developers.giphy.com/
🔗 Wordnik API: https://developer.wordnik.com/
🔗 Promise on...",1493,https://i.ytimg.com/vi/QO4NXhWo_NM/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC7B5Y7LBbRJCesUR6McSNHr68c2w
ITP Spring Show 2018,https://www.youtube.com/watch?v=qVYd1HQFcGg,"It's the ITP Spring Show!

ITP is a two-year graduate program located in the Tisch School of the Arts whose mission is to explore the imaginative use of communications technologies — how...",1220,https://i.ytimg.com/vi/qVYd1HQFcGg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDnuir1U82LlWq3ntZmGT15jk6r1A
Live Stream Archive - ITP Spring Show 2018 (Better Audio),https://www.youtube.com/watch?v=YVmVYuUj6yE,Live stream archive from the ITP 2018 Spring Show. This version has been updated with microphone audio. The original live stream (with archived chat) can be found here: https://youtu.be/xCsfrrxJH3o...,7529,https://i.ytimg.com/vi/YVmVYuUj6yE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6C2sYO2tixCutzpywEuU9APlTXQ
Coding Challenge #103: Fire Effect,https://www.youtube.com/watch?v=X0kjv0MozuY,"In this coding challenge, I implement a pixel-based “fire” algorithm using Processing (Java). Code: https://thecodingtrain.com/challenges/103-fire-effect

🕹️ p5.js Web Editor Sketch:...",1776,https://i.ytimg.com/vi/X0kjv0MozuY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAaeTc-wvAh-RaQO2pWtZALUKJP2g
6.4: TensorFlow.js: Memory Management - Intelligence and Learning,https://www.youtube.com/watch?v=FbSlrm2GmC8,"This video covers browser and GPU memory management as it relates to TensorFlow.js.

Next Video: https://youtu.be/F4WWukTWoXY

🔗 TensorFlow.js: https://js.tensorflow.org/

🎥 My Arrow...",803,https://i.ytimg.com/vi/FbSlrm2GmC8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBHODol3vzr3f6Ka_Jvf5CpnPEJXA
6.3: TensorFlow.js: Variables & Operations - Intelligence and Learning,https://www.youtube.com/watch?v=KzWF_wzx9PU,"This video covers variables and tensor operations with TensorFlow.js. This is a re-upload due to the missing explanation of ""tf.variable""!

🎥 Next Video: https://youtu.be/FbSlrm2GmC8

🔗...",1222,https://i.ytimg.com/vi/KzWF_wzx9PU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAEHxIVecST_qJdWoO3EWrXVCog4Q
Coding Challenge 102: 2D Water Ripple,https://www.youtube.com/watch?v=BZUdGqeOD0w,"In this coding challenge, I attempt to simulate 2D water ripples using Processing (Java). Code: https://thecodingtrain.com/challenges/102-2d-water-ripple

🕹️ p5.js Web Editor Sketch: https://e...",1037,https://i.ytimg.com/vi/BZUdGqeOD0w/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBqmIPJWKcrqJrlBIIMIFQ7s1ESBw
Coding Challenge #101: May the 4th Scrolling Text,https://www.youtube.com/watch?v=fUkF-YLLXeg,"Happy Star Wars day! May the fourth be with you! In this challenge, I code the iconic text scrolling/title crawl in Processing (Java) in 15 minutes! Code: https://thecodingtrain.com/challenges/101-...",1049,https://i.ytimg.com/vi/fUkF-YLLXeg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDfVnvsU9EoOkJ2aBFeGK20pZyKOQ
Guest Tutorial #11: Hardware + JavaScript with noopkat,https://www.youtube.com/watch?v=Xtnitfj_e10,"The Coding Train is thrilled to welcome Suz Hinton (aka noopkat)! Suz shows how to get started with hardware using JavaScript, an Arduino Uno board, an OLED screen and the Johnny-Five library....",3291,https://i.ytimg.com/vi/Xtnitfj_e10/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAKgTKSFqfW22K7mRnGV_m8NoLl_A
6.2: TensorFlow.js: Tensors - Intelligence and Learning,https://www.youtube.com/watch?v=D-XzAeVvMkg,"In this video I cover the foundation of the TensorFlow.js core API: tensors (tensor1d, tensor2d, tensor3d, generic tensor).

🎥 Next Video: https://youtu.be/KzWF_wzx9PU

🔗 TensorFlow.js:...",1223,https://i.ytimg.com/vi/D-XzAeVvMkg/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBjr7psNMBJds-BpozMNcEl26dFqg
6.1: Introduction to TensorFlow.js - Intelligence and Learning,https://www.youtube.com/watch?v=Qt3ZABW5lD0,"TensorFlow.js is a WebGL accelerated, browser based JavaScript library for training and deploying ML models.

🎥 Next Video: https://youtu.be/D-XzAeVvMkg

🔗 TensorFlow.js: https://js.tensorflo...",1141,https://i.ytimg.com/vi/Qt3ZABW5lD0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBSvxT1o7ANo0S-AeB9OaMbZskz0A
Coding Challenge #100: Neuroevolution Flappy Bird - Part 5,https://www.youtube.com/watch?v=U9wiMM3BqLU,"In this challenge, I use my JavaScript neural network library and a genetic algorithm to train an agent to play Flappy Bird. Code: https://thecodingtrain.com/challenges/100-neuroevolution-flappy-bi...",1168,https://i.ytimg.com/vi/U9wiMM3BqLU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD33rqZeBc1GHuXVU-mvfFAfg7LbQ
Coding Challenge #100: Neuroevolution Flappy Bird - Part 4,https://www.youtube.com/watch?v=HrvNpbnjEG8,"In this challenge, I use my JavaScript neural network library and a genetic algorithm to train an agent to play Flappy Bird. Code: https://thecodingtrain.com/challenges/100-neuroevolution-flappy-bi...",921,https://i.ytimg.com/vi/HrvNpbnjEG8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB7Iq7CPfeEWpuh0Aic8dekcfAH-w
Coding Challenge #100: Neuroevolution Flappy Bird - Part 3,https://www.youtube.com/watch?v=3lvj9jvERvs,"In this challenge, I use my JavaScript neural network library and a genetic algorithm to train an agent to play Flappy Bird. Code: https://thecodingtrain.com/challenges/100-neuroevolution-flappy-bi...",789,https://i.ytimg.com/vi/3lvj9jvERvs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmcLdWFX-kHoSyFEBrLip5sso4pw
Coding Challenge #100: Neuroevolution Flappy Bird - Part 2,https://www.youtube.com/watch?v=YtRA6tqgJBc,"In this challenge, I use my JavaScript neural network library and a genetic algorithm to train an agent to play Flappy Bird. Code: https://thecodingtrain.com/challenges/100-neuroevolution-flappy-bi...",1709,https://i.ytimg.com/vi/YtRA6tqgJBc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAv3whRAtfVoUR9KjI8ybCA0SmmMQ
Coding Challenge #100: Neuroevolution Flappy Bird - Part 1,https://www.youtube.com/watch?v=c6y21FkaUqw,"In this challenge, I use my JavaScript neural network library and a genetic algorithm to train an agent to play Flappy Bird. Code: https://thecodingtrain.com/challenges/100-neuroevolution-flappy-bi...",1433,https://i.ytimg.com/vi/c6y21FkaUqw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB1VY7yYyApR9_ufKLe7nhitvoMvg
Guest Tutorial #10: Kinectron with Lisa Jamhoury,https://www.youtube.com/watch?v=BV6xK3EOznI,"Lisa Jamhoury presents Kinectron: A Realtime Peer Server for Kinect 2. 

Lisa Jamhoury is an experience designer and new media artist working at the intersection of the physical body and technology...",1336,https://i.ytimg.com/vi/BV6xK3EOznI/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBTK9V7TalDGGE1E8dxXBQMFCYt1Q
Coding Challenge #99: Neural Network Color Predictor,https://www.youtube.com/watch?v=KtPpoMThKUs,"In this coding challenge, I use my neural network JavaScript library to create a ""color predictor."" Code: https://thecodingtrain.com/challenges/99-neural-network-color-predictor

🕹️ p5.js...",2265,https://i.ytimg.com/vi/KtPpoMThKUs/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCz_kZi_d3ho4iR0T9hXHvTdraTdg
Guest Tutorial #9: Color Predictor with Jabril,https://www.youtube.com/watch?v=iN3WAko2rL8,"Jabril visits the Coding Train to present a new project: A Machine Learning Color Predictor!

🔗 Code presented today: http://sefdstuff.com/Color_NN_Project.zip

Jabril on:
🔗 Twitter:...",1719,https://i.ytimg.com/vi/iN3WAko2rL8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD6vmCdpsohNMsC-TrZISZy3ZMs3A
Coding Challenge #98.3: Quadtree Collisions - Part 3,https://www.youtube.com/watch?v=z0YFFg_nBjw,"In this multi-part coding challenge, I implement a Quadtree data structure in JavaScript and visualize it with p5.js. Code: https://thecodingtrain.com/challenges/98-quadtree

p5.js Web Editor...",1067,https://i.ytimg.com/vi/z0YFFg_nBjw/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAvF32QVhqgg_N2M3bh3fpk3u7Syw
Adding a Function to p5.js,https://www.youtube.com/watch?v=Rr3vLyP1Ods,"In this video, I work on a pull request for a missing function in the p5.js library: loadBytes(). My goal is to show steps involved in contributing to an open source project.

🔗 Luisa Pereira's...",2804,https://i.ytimg.com/vi/Rr3vLyP1Ods/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAxCmUv6kURb1_O3ylau7BRTsx44w
Guest Tutorial #8: Phaser Game Development with Catt Small,https://www.youtube.com/watch?v=T9kOFSFvgKc,"The Coding Train is thrilled to welcome Catt Small to present on JavaScript game development with Phaser!

This video is sponsored by Codepen - https://codepen.io

Catt is a product designer,...",2286,https://i.ytimg.com/vi/T9kOFSFvgKc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBXNWfNxK7OOlxxmFVQvl4QWa3x6A
Coding Challenge #98.2: Quadtree - Part 2,https://www.youtube.com/watch?v=QQx_NmCIuCY,"In this multi-part coding challenge, I implement a Quadtree data structure in JavaScript and visualize it with p5.js. Code: https://thecodingtrain.com/challenges/98-quadtree

p5.js Web Editor...",1240,https://i.ytimg.com/vi/QQx_NmCIuCY/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDsUfuOX1VpsY0QWwNVxdGC-vxWpw
Guest: John Henry Thompson,https://www.youtube.com/watch?v=DvS4h-1Eyu4,"The Coding Train welcomes the inventor of the Lingo programming language John Henry Thompson! 

🔗 http://www.johnhenrythompson.com/
🔗 Scratch: https://scratch.mit.edu/
🔗 CodeHS: https://co...",1887,https://i.ytimg.com/vi/DvS4h-1Eyu4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDvhnKXHeqlbVab5AVDOaWSvGSjAw
Coding Challenge #98.1: Quadtree - Part 1,https://www.youtube.com/watch?v=OJxEcs0w_kE,"In this multi-part coding challenge, I implement a Quadtree data structure in JavaScript and visualize it with p5.js. Code: https://thecodingtrain.com/challenges/98-quadtree

p5.js Web Editor...",2288,https://i.ytimg.com/vi/OJxEcs0w_kE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBD0_D4S7JLjfzyuah3BlaQq237_w
Coding Challenge #97: The Book of Pi - Part 2,https://www.youtube.com/watch?v=4Ns9S-Z89-0,"In yet another “Pi Day” coding challenge, I attempt to generate a pdf “Book of Pi” with the first 10 million digits of Pi mapped to color. Processing (Java) is used for this project....",1091,https://i.ytimg.com/vi/4Ns9S-Z89-0/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCx0dZ5Oue1PgaQ3HtkTu8k1cuvAw
Coding Challenge #97: The Book of Pi - Part 1,https://www.youtube.com/watch?v=tbvG9hrJxOU,"In yet another “Pi Day” coding challenge, I attempt to generate a pdf “Book of Pi” with the first 10 million digits of Pi mapped to color. Processing (Java) is used for this project....",2225,https://i.ytimg.com/vi/tbvG9hrJxOU/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB_4U6wazhzq9j932bs6pTDV10Rzw
Coding Challenge #96: Visualizing the Digits of Pi,https://www.youtube.com/watch?v=WEd_UIKG-uc,"In celebration of Pi Day, Let's attempt to “visualize” the first one million digits of Pi. Code: https://thecodingtrain.com/challenges/96-visualizing-digits-of-pi

🕹️ p5.js Web Editor...",963,https://i.ytimg.com/vi/WEd_UIKG-uc/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA53nOTqKFmSZ4fqnPsAlA-QDIZGQ
1.10: Git Remotes - Git and GitHub for Poets,https://www.youtube.com/watch?v=lR_hYwCAaH4,"This video covers git ""remotes.""

🔗 Flappy Bird Clone: https://github.com/CodingTrain/Flappy-Bird-Clone

🎥  Git branches: https://youtu.be/oPpnCh7InLY

🚂  Site: http://thecodingtrain.com/...",835,https://i.ytimg.com/vi/lR_hYwCAaH4/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA6gXxNd4IdMK9CyJi2kR0FvEAjBA
11.2: Neuroevolution: Crossover and Mutation - The Nature of Code,https://www.youtube.com/watch?v=kCx2DElEpP8,"In this video I begin the process of coding a neuroevolution simulation and copy() and mutate() methods to the neural network library

🎥 Previous Video: https://youtu.be/lu5ul7z4icQ

🔗...",1363,https://i.ytimg.com/vi/kCx2DElEpP8/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD2g6Aq5-sgpZf4HgygdqKgpKIz-Q
Coding Challenge 95: Approximating the Value of Pi,https://www.youtube.com/watch?v=5cNnf_7e92Q,"In this coding challenge, I use use a ""monte carlo"" method to approximate the value of Pi in Processing (Java). Code: https://thecodingtrain.com/challenges/95-approximating-the-value-of-pi...",1652,https://i.ytimg.com/vi/5cNnf_7e92Q/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA44TT1sLtM13oJgoPwPiFrAAM_aA
Linting with ESLint,https://www.youtube.com/watch?v=clzTwZgMlqE,"In this video I discuss ""code linting"": an automatic process to find errors in code. I examine the ESLint package for JavaScript.

🔗 ESLint: https://eslint.org/
🔗 eslint-config-p5js:...",1709,https://i.ytimg.com/vi/clzTwZgMlqE/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBii7zh9JL1oijePG6cb6s2cPut7A
11.1: Introduction to Neuroevolution - The Nature of Code,https://www.youtube.com/watch?v=lu5ul7z4icQ,"Welcome to a new topic in the Nature of Code series: Neuroevolution!

🎥 Next Video: https://youtu.be/kCx2DElEpP8

🔗 Toy-Neural-Network-JS: https://github.com/CodingTrain/Toy-Neural-Network-JS...",842,https://i.ytimg.com/vi/lu5ul7z4icQ/hqdefault.jpg?sqp=-oaymwEcCNACELwBSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAFBx5_H85YxkXKqXvknVaJc2CG8g
